2	22
2	53
2	111
2	185
2	205
2	209
2	211
2	218
2	222
2	241
2	272
2	335
2	337
2	341
2	350
2	361
2	372
2	375
2	381
2	382
2	395
2	401
2	408
2	446
2	469
2	475
2	483
2	515
2	531
2	533
2	535
2	552
2	559
2	573
2	583
2	661
2	687
2	695
2	708
2	728
2	756
2	776
2	783
2	832
2	836
2	842
2	854
2	865
2	869
2	880
2	884
2	887
2	898
2	900
2	905
2	914
2	918
2	939
2	946
2	956
2	993
2	1010
2	1011
2	1015
2	1075
2	1080
2	1098
2	1100
2	1108
2	1114
2	1120
2	1146
2	1148
2	1153
2	1174
2	1198
2	1201
2	1203
2	1247
2	1251
2	1265
2	1269
2	1282
2	1307
2	1346
2	1351
2	1359
2	1394
2	1403
2	1404
2	1406
2	1414
2	1415
2	1426
2	1430
2	1440
2	1468
2	1474
2	1478
2	1479
2	1488
2	1492
2	1497
2	1508
2	1513
2	1516
2	1542
2	1544
2	1584
2	1591
2	1594
2	1618
2	1627
2	1638
2	1651
2	1660
2	1661
2	1671
2	1679
2	1685
2	1695
2	1725
2	1741
2	1745
2	1759
2	1766
2	1773
2	1776
2	1786
2	1810
2	1827
2	1897
2	1922
2	1923
2	1940
2	1948
2	1970
2	2001
2	2002
2	2027
2	2031
2	2049
2	2050
2	2056
2	2100
2	2105
2	2141
2	2144
2	2159
2	2193
2	2198
2	2204
2	2208
2	2211
2	2237
2	2241
2	2251
2	2252
2	2255
2	2300
2	2305
2	2319
2	2320
2	2341
2	2344
2	2355
2	2356
2	2357
2	2360
2	2361
2	2363
2	2366
2	2398
2	2413
2	2428
22	2
22	111
22	241
22	247
22	267
22	341
22	381
22	395
22	531
22	540
22	576
22	661
22	842
22	854
22	918
22	956
22	1010
22	1075
22	1100
22	1174
22	1201
22	1307
22	1394
22	1618
22	1695
22	2031
22	2208
22	2798
22	3206
22	3480
22	4435
22	4753
22	4771
22	4793
22	4860
22	4902
22	4913
22	4914
22	4916
22	4923
22	4929
22	4930
22	4936
22	4937
22	4947
22	4956
22	4958
22	4977
22	4985
22	4989
22	4994
35	491
35	2810
35	4632
35	4994
35	5385
53	2
53	111
53	124
53	130
53	241
53	322
53	382
53	395
53	401
53	444
53	446
53	756
53	854
53	898
53	956
53	1075
53	1174
53	1201
53	1307
53	4771
53	4883
53	4936
53	5604
53	5607
53	5634
53	6182
53	6195
53	6199
53	6207
54	143
54	267
54	854
54	956
54	3682
54	6220
85	124
85	138
85	483
98	135
98	138
98	211
98	267
98	282
98	335
98	350
98	491
98	515
98	521
98	533
98	535
98	551
98	559
98	4790
98	4893
101	2300
101	3703
101	6199
101	8480
107	135
107	248
107	256
107	406
107	443
107	503
107	648
107	8606
107	8626
111	2
111	22
111	53
111	124
111	130
111	205
111	211
111	221
111	226
111	241
111	247
111	267
111	272
111	313
111	335
111	341
111	361
111	381
111	382
111	395
111	401
111	446
111	469
111	475
111	491
111	551
111	552
111	578
111	726
111	728
111	753
111	786
111	825
111	854
111	898
111	900
111	1010
111	1075
111	1108
111	1114
111	1148
111	1153
111	1201
111	1256
111	1307
111	1440
111	1618
111	1827
111	2193
111	2657
111	3087
111	3180
111	4815
111	6195
111	6199
111	6207
111	6220
111	8667
111	8670
111	8680
111	8703
111	8704
112	211
112	483
112	854
112	2300
112	3682
112	3870
112	4151
116	135
116	138
116	141
116	143
116	148
116	180
116	190
116	209
116	282
116	384
116	408
116	490
116	515
116	578
116	585
116	633
116	2255
116	3574
116	3703
116	3817
116	4501
116	5230
116	5236
116	5812
116	6139
116	8821
119	222
119	1010
119	1019
119	1174
119	1661
119	4268
119	5556
119	6594
119	9085
120	9136
124	53
124	85
124	111
124	158
124	267
124	525
124	577
124	914
124	1346
124	4398
124	9213
125	282
125	533
125	1542
125	2714
125	2754
125	3229
125	3697
125	3771
125	4678
125	4690
125	5243
125	5267
125	6453
125	8075
130	53
130	111
130	205
130	4936
130	6207
135	98
135	107
135	116
135	138
135	256
135	267
135	335
135	343
135	381
135	406
135	436
135	555
135	3336
135	8606
138	85
138	98
138	116
138	135
138	197
138	221
138	249
138	256
138	267
138	282
138	335
138	350
138	413
138	436
138	476
138	491
138	510
138	515
138	521
138	531
138	535
138	551
138	559
138	573
138	3340
138	4216
138	4893
138	5243
141	116
141	143
141	148
141	209
141	282
141	323
141	483
141	2754
141	3817
141	3870
141	3988
141	4165
141	4598
143	54
143	116
143	141
143	148
143	209
143	483
143	914
143	1773
143	2255
143	2319
143	2714
143	3742
143	3817
143	3870
143	3988
143	5236
143	5717
143	6155
148	116
148	141
148	143
148	180
148	190
148	209
148	282
148	483
148	490
148	522
148	3574
148	3914
148	4598
148	5236
148	5812
158	124
158	513
158	918
158	1201
158	2798
158	2800
158	3379
158	4896
158	10335
158	10351
158	10354
158	10367
158	10368
158	10374
158	10386
158	10388
158	10393
158	10410
158	10412
158	10426
158	10432
158	10441
158	10445
164	1474
164	2357
164	10610
164	10616
164	10624
170	583
174	189
174	190
174	282
174	408
174	460
174	522
174	555
174	1108
174	4302
174	6323
174	10849
174	10859
175	10107
175	10872
175	10904
175	10911
175	10928
175	10938
175	10940
175	10956
175	10962
175	10971
176	177
176	2355
176	4302
176	10849
176	11000
177	176
177	190
177	4302
177	6296
177	11000
177	11006
180	116
180	148
180	408
180	460
180	483
180	490
180	515
180	3817
180	4501
180	5230
180	5236
185	2
185	11074
189	174
189	190
189	282
189	460
189	555
189	4302
189	6319
189	6320
189	10849
189	10859
190	116
190	148
190	174
190	177
190	189
190	281
190	282
190	408
190	460
190	503
190	522
190	555
190	2255
190	4302
190	6319
190	6320
190	10849
190	10859
191	234
191	4743
197	138
197	267
197	413
205	2
205	111
205	130
205	401
205	408
205	469
205	555
205	680
205	756
205	854
205	1075
205	1108
205	1114
205	1201
205	1256
205	1394
205	1440
205	1827
205	2056
205	2255
205	2798
205	3157
205	3210
205	4283
205	4753
205	4771
205	4914
205	8667
205	8680
205	8704
209	2
209	116
209	141
209	143
209	148
209	211
209	323
209	483
209	956
209	2255
209	3383
209	3682
209	3769
209	3817
209	3870
209	3914
209	3985
209	3988
209	4078
209	4165
209	4390
209	4792
209	5667
209	11096
209	11361
211	2
211	98
211	111
211	112
211	209
211	241
211	335
211	350
211	382
211	401
211	446
211	525
211	588
211	708
211	819
211	854
211	918
211	956
211	984
211	1075
211	1198
211	1201
211	1394
211	1542
211	1679
211	2208
211	2319
211	2754
211	3328
211	3667
211	3842
211	3870
211	4771
211	4994
211	11096
211	11105
216	469
216	1940
218	2
218	337
218	483
218	486
218	1174
218	1201
218	1542
218	3012
218	3349
218	4141
218	4771
218	4807
218	6035
218	6257
218	6424
218	6425
218	6439
218	6453
218	6466
221	111
221	138
221	267
221	335
221	350
221	446
221	585
221	710
221	1108
221	2255
221	6323
221	8404
222	2
222	119
222	486
222	521
222	1010
222	1019
222	4268
222	10410
222	21996
226	111
226	241
226	267
226	335
226	475
226	486
226	560
226	576
226	947
226	976
226	1695
226	2319
226	4632
226	4806
226	5243
226	11019
226	12321
234	191
237	335
237	436
237	521
237	4585
241	2
241	22
241	53
241	111
241	211
241	226
241	272
241	291
241	335
241	341
241	361
241	381
241	382
241	395
241	401
241	444
241	446
241	469
241	475
241	491
241	535
241	551
241	552
241	576
241	661
241	726
241	728
241	756
241	825
241	880
241	918
241	956
241	976
241	984
241	1010
241	1052
241	1075
241	1201
241	1307
241	1384
241	1394
241	1395
241	1440
241	1542
241	1618
241	1940
241	1948
241	2193
241	2890
241	3087
241	3206
241	3384
241	3756
241	3964
241	4078
241	4435
241	4485
241	4785
241	4819
241	4874
241	4989
241	4994
241	6207
241	6756
241	7129
241	11109
241	11349
242	335
242	401
242	483
242	854
242	918
242	956
242	1075
242	1269
242	2319
242	19580
244	521
244	1011
244	1075
244	3229
244	4542
244	4547
244	4559
244	4738
247	22
247	111
247	382
247	395
247	578
247	1075
247	1153
247	10683
248	107
248	443
248	4585
248	4598
249	138
249	267
249	416
249	510
249	4368
249	4398
249	4738
256	107
256	135
256	138
256	267
256	273
256	343
256	392
256	406
256	447
256	475
256	5243
266	326
266	854
267	22
267	54
267	98
267	111
267	124
267	135
267	138
267	197
267	221
267	226
267	249
267	256
267	282
267	335
267	350
267	375
267	401
267	413
267	416
267	428
267	475
267	476
267	486
267	510
267	515
267	520
267	521
267	535
267	539
267	559
267	560
267	573
267	578
267	583
267	710
267	1695
267	3229
267	3444
267	3771
267	4216
267	4485
267	4678
267	4743
267	4806
267	4879
267	5243
267	5246
267	5663
267	6150
267	6248
267	8075
267	8404
267	11019
267	12321
267	19459
268	522
272	2
272	111
272	241
272	291
272	335
272	382
272	395
272	446
272	956
272	1940
272	3964
272	11349
273	256
273	570
273	576
281	190
281	384
281	436
281	555
281	585
281	4161
281	4585
281	6323
282	98
282	116
282	125
282	138
282	141
282	148
282	174
282	189
282	190
282	267
282	335
282	350
282	375
282	384
282	460
282	486
282	515
282	522
282	535
282	555
282	3944
282	4585
282	4627
282	4678
282	4743
282	5812
282	6319
282	10849
291	241
291	272
291	350
291	361
291	395
291	469
291	726
291	918
291	956
291	1052
291	1940
291	4771
291	5205
291	7129
291	9651
291	18415
312	483
312	3988
313	111
313	494
313	3870
313	5247
313	5504
322	53
322	382
322	401
322	436
322	576
322	854
322	1695
322	3340
322	4749
322	4753
322	4771
322	4893
322	4923
322	5246
322	6155
322	11074
323	141
323	209
323	401
323	483
323	918
323	956
323	1015
323	1174
323	2204
323	3870
323	3988
323	4904
323	5667
326	266
326	1394
326	4078
329	1479
332	19835
335	2
335	98
335	111
335	135
335	138
335	211
335	221
335	226
335	237
335	241
335	242
335	267
335	272
335	282
335	350
335	401
335	515
335	521
335	533
335	535
335	559
335	573
337	2
337	218
337	486
337	1948
337	3012
337	4141
337	4807
337	5187
337	5246
337	6035
337	6425
337	6453
341	2
341	22
341	111
341	241
341	382
341	395
341	583
341	728
341	776
341	842
341	854
341	874
341	1010
341	1075
341	1080
341	1098
341	1148
341	1174
341	1201
341	1269
341	1336
341	1384
341	1542
341	1591
341	1594
341	1638
341	2631
341	2707
341	3123
341	3207
341	4771
341	10374
341	24266
341	24300
343	135
343	256
343	392
343	534
343	583
346	503
346	576
350	2
350	98
350	138
350	211
350	221
350	267
350	282
350	291
350	335
350	372
350	375
350	381
350	401
350	515
350	521
350	535
350	559
350	573
350	1052
350	1198
350	3273
350	6139
350	19404
358	521
358	776
358	1685
358	4914
360	428
360	914
361	2
361	111
361	241
361	291
361	382
361	395
361	401
361	756
361	918
361	1201
361	1384
361	1394
361	2890
361	4930
366	854
372	2
372	350
372	382
372	573
372	918
372	1269
372	1394
372	1679
372	2050
372	2357
372	12722
375	2
375	267
375	282
375	350
375	515
375	535
375	573
375	956
375	3631
375	3909
375	4216
379	661
379	708
379	918
379	1201
379	1478
379	4858
379	4956
379	10107
379	10928
379	10971
379	25059
381	2
381	22
381	111
381	135
381	241
381	350
381	382
381	401
381	446
381	475
381	486
381	491
381	551
381	552
381	956
381	1010
381	1075
381	1201
381	1394
381	2319
381	3273
381	4632
381	4771
381	11032
381	11105
381	19580
382	2
382	53
382	111
382	211
382	241
382	247
382	272
382	322
382	341
382	361
382	372
382	381
382	395
382	401
382	428
382	436
382	446
382	469
382	491
382	551
382	552
382	661
382	726
382	756
382	825
382	854
382	918
382	956
382	984
382	1010
382	1075
382	1153
382	1174
382	1247
382	1269
382	1384
382	1394
382	2208
382	2211
382	2798
382	4589
382	4771
382	4958
382	4994
382	5245
382	12546
384	116
384	281
384	282
384	408
384	494
384	522
384	4585
392	256
392	343
392	447
395	2
395	22
395	53
395	111
395	241
395	247
395	272
395	291
395	341
395	361
395	382
395	401
395	446
395	469
395	552
395	578
395	583
395	708
395	728
395	756
395	776
395	854
395	918
395	956
395	1010
395	1075
395	1098
395	1114
395	1201
395	1359
395	1384
395	1394
395	2211
395	3999
395	4771
395	4956
395	4994
395	8480
395	10374
395	11105
395	12722
401	2
401	53
401	111
401	205
401	211
401	241
401	242
401	267
401	322
401	323
401	335
401	350
401	361
401	381
401	382
401	395
401	446
401	468
401	469
401	475
401	483
401	491
401	552
401	560
401	576
401	588
401	661
401	728
401	756
401	786
401	819
401	825
401	842
401	854
401	918
401	956
401	1010
401	1075
401	1098
401	1108
401	1114
401	1153
401	1174
401	1201
401	1307
401	1384
401	1394
401	1542
401	1745
401	2241
401	2319
401	2657
401	2784
401	2821
401	3087
401	3273
401	3328
401	3631
401	4165
401	4771
401	4781
401	4860
401	4914
401	4994
401	5663
401	8703
401	11096
401	11105
401	19096
406	107
406	135
406	256
406	503
408	2
408	116
408	174
408	180
408	190
408	205
408	384
408	444
408	460
408	486
408	522
408	531
408	555
408	585
408	1075
408	1108
408	1174
408	1201
408	4302
408	4496
408	4855
408	6320
408	10388
408	10859
408	25406
413	138
413	197
413	267
414	2193
416	249
416	267
416	577
416	4398
416	4467
416	4485
416	5607
416	6594
428	267
428	360
428	382
428	476
428	494
428	521
428	578
428	854
428	1201
428	1359
428	1766
428	2255
428	4165
428	4587
428	4686
428	4738
428	4771
428	4879
428	6248
436	135
436	138
436	237
436	281
436	322
436	382
436	585
436	1010
436	1201
436	3813
436	4161
436	14441
443	107
443	248
443	570
444	53
444	241
444	408
444	756
444	854
444	1010
444	1394
444	4771
444	4855
444	11011
444	28804
445	2998
445	19656
445	20150
445	28829
446	2
446	53
446	111
446	211
446	221
446	241
446	272
446	381
446	382
446	395
446	401
446	469
446	491
446	551
446	552
446	661
446	1010
446	1108
446	1153
446	1940
446	2193
446	2821
447	256
447	392
457	578
457	956
457	4268
457	29353
460	174
460	180
460	189
460	190
460	282
460	408
460	522
460	4508
460	4855
460	10849
460	10859
468	401
468	854
468	900
469	2
469	111
469	205
469	216
469	241
469	291
469	382
469	395
469	401
469	446
469	552
469	583
469	854
469	909
469	956
469	1010
469	1075
469	1114
469	1176
469	1201
469	1269
469	1384
469	1479
469	1940
469	1948
469	2144
469	2300
469	2798
469	3106
469	3440
469	4435
469	4594
469	5257
469	11097
472	10467
472	10468
475	2
475	111
475	226
475	241
475	256
475	267
475	381
475	401
475	486
475	491
475	576
475	583
475	710
475	956
475	1201
475	1542
475	1695
475	1922
475	2193
475	3444
475	4743
475	4806
475	5243
475	6046
475	10727
475	10758
475	11019
475	11032
475	12321
476	138
476	267
476	428
476	521
476	578
476	4485
476	4535
476	6594
483	2
483	85
483	112
483	141
483	143
483	148
483	180
483	209
483	218
483	242
483	312
483	323
483	401
483	535
483	956
483	1201
483	1773
483	2241
483	3682
483	3817
483	3870
483	3914
483	3985
483	3988
483	4165
483	4904
483	5717
483	6155
483	11097
483	11206
486	218
486	222
486	226
486	267
486	282
486	337
486	381
486	408
486	475
486	521
486	584
486	710
486	947
486	1108
486	1201
486	1695
486	1948
486	2255
486	2754
486	3012
486	3615
486	3935
486	4485
486	4617
486	4648
486	4657
486	4771
486	4804
486	4806
486	4936
486	5169
486	5177
486	5187
486	5189
486	5205
486	5209
486	5243
486	5246
486	6035
486	6046
486	6248
486	6424
486	6439
486	6453
486	11019
486	11105
486	12321
486	18190
486	20104
490	116
490	148
490	180
490	515
490	3018
490	3817
490	4151
490	5236
491	35
491	98
491	111
491	138
491	241
491	381
491	382
491	401
491	446
491	475
491	551
491	854
491	1075
491	1542
491	1922
491	3340
491	24266
494	313
494	384
494	428
494	1766
494	3756
494	4585
503	107
503	190
503	346
503	406
503	4210
510	138
510	249
510	267
510	3372
513	158
513	10388
513	10393
513	10441
513	14415
515	2
515	98
515	116
515	138
515	180
515	267
515	282
515	335
515	350
515	375
515	490
515	521
515	535
515	573
515	3817
515	4216
515	4535
515	4669
515	5243
515	5739
520	267
520	918
520	2193
520	5205
521	98
521	138
521	222
521	237
521	244
521	267
521	335
521	350
521	358
521	428
521	476
521	486
521	515
521	573
521	578
521	1019
521	1395
521	1671
521	2255
521	4268
521	4485
521	4535
521	4559
521	4587
521	4589
521	4730
521	4879
521	5842
